Date,Open,High,Low,Close,Adj Close,Volume
2006-09-25,1008.130005,1025.729980,997.479980,1015.380005,1015.380005,0
2006-10-02,1014.419983,1036.619995,993.099976,1031.859985,1031.859985,0
2006-10-09,1030.630005,1063.540039,1027.900024,1061.099976,1061.099976,0
2006-10-16,1062.459961,1069.229980,1021.929993,1025.359985,1025.359985,0
2006-10-23,1022.929993,1046.020020,1021.260010,1026.869995,1026.869995,0
2006-10-30,1034.640015,1053.979980,1027.739990,1035.410034,1035.410034,0
2006-11-06,1039.800049,1084.140015,1038.530029,1070.520020,1070.520020,0
2006-11-13,1068.770020,1107.719971,1067.849976,1105.150024,1105.150024,0
2006-11-20,1102.479980,1130.280029,1099.069946,1125.650024,1125.650024,0
2006-11-27,1121.579956,1124.079956,1079.650024,1089.520020,1089.520020,0
2006-12-04,1092.199951,1113.729980,1078.439941,1089.760010,1089.760010,0
2006-12-11,1089.760010,1112.359985,1079.300049,1104.989990,1104.989990,0
2006-12-18,1107.400024,1115.040039,1066.849976,1066.849976,1066.849976,0
2006-12-25,1066.489990,1084.890015,1065.619995,1072.329956,1072.329956,0
2007-01-01,1080.949951,1100.810059,1058.369995,1090.930054,1090.930054,0
2007-01-08,1089.849976,1125.020020,1087.050049,1122.550049,1122.550049,0
2007-01-15,1120.089966,1121.229980,1065.010010,1072.989990,1072.989990,0
2007-01-22,1074.660034,1094.849976,1056.640015,1075.459961,1075.459961,0
2007-01-29,1073.099976,1090.219971,1062.369995,1089.229980,1089.229980,0
2007-02-05,1089.729980,1111.930054,1080.140015,1086.479980,1086.479980,0
2007-02-12,1086.119995,1112.829956,1079.780029,1108.530029,1108.530029,0
2007-02-19,1104.319946,1125.859985,1097.800049,1120.290039,1120.290039,0
2007-02-26,1096.300049,1103.390015,1048.500000,1050.849976,1050.849976,0
2007-03-05,1050.849976,1073.010010,1038.910034,1063.709961,1063.709961,0
2007-03-12,1063.979980,1074.680054,1039.109985,1057.930054,1057.930054,0
2007-03-19,1066.069946,1100.560059,1060.270020,1090.959961,1090.959961,0
2007-03-26,1092.390015,1096.469971,1056.449951,1068.920044,1068.920044,0
2007-04-02,1068.339966,1093.280029,1059.319946,1093.280029,1093.280029,0
2007-04-09,1097.770020,1101.150024,1082.420044,1099.619995,1099.619995,0
2007-04-16,1104.530029,1125.069946,1099.020020,1115.060059,1115.060059,0
2007-04-23,1114.729980,1140.839966,1111.040039,1134.339966,1134.339966,0
2007-04-30,1135.089966,1147.329956,1113.020020,1142.160034,1142.160034,0
2007-05-07,1142.449951,1151.089966,1128.030029,1147.410034,1147.410034,0
2007-05-14,1149.770020,1151.959961,1118.530029,1139.689941,1139.689941,0
2007-05-21,1139.599976,1152.170044,1111.680054,1125.369995,1125.369995,0
2007-05-28,1129.650024,1163.290039,1123.420044,1155.109985,1155.109985,0
2007-06-04,1152.290039,1161.229980,1125.040039,1146.530029,1146.530029,0
2007-06-11,1145.109985,1177.130005,1137.989990,1174.239990,1174.239990,0
2007-06-18,1175.109985,1181.920044,1160.829956,1169.069946,1169.069946,0
2007-06-25,1167.599976,1181.959961,1149.599976,1173.349976,1173.349976,0
2007-07-02,1178.270020,1200.969971,1176.329956,1200.430054,1200.430054,0
2007-07-09,1201.589966,1232.640015,1190.859985,1231.890015,1231.890015,0
2007-07-16,1229.770020,1261.630005,1225.479980,1242.430054,1242.430054,0
2007-07-23,1249.790039,1252.630005,1184.079956,1184.119995,1184.119995,0
2007-07-30,1189.010010,1211.550049,1151.930054,1151.930054,1151.930054,0
2007-08-06,1160.089966,1203.430054,1147.000000,1164.239990,1164.239990,0
2007-08-13,1173.209961,1176.109985,1090.510010,1142.180054,1142.180054,0
2007-08-20,1142.229980,1177.890015,1137.270020,1177.890015,1177.890015,0
2007-08-27,1173.359985,1195.380005,1141.260010,1192.910034,1192.910034,0
2007-09-03,1193.010010,1222.140015,1174.290039,1179.020020,1179.020020,0
2007-09-10,1189.000000,1207.000000,1168.849976,1193.380005,1193.380005,0
2007-09-17,1189.579956,1231.109985,1181.000000,1223.729980,1223.729980,0
2007-09-24,1226.300049,1244.280029,1212.959961,1238.849976,1238.849976,0
2007-10-01,1239.829956,1270.900024,1239.180054,1268.510010,1268.510010,0
2007-10-08,1267.510010,1287.619995,1249.010010,1287.229980,1287.229980,0
2007-10-15,1285.819946,1296.510010,1254.189941,1254.199951,1254.199951,0
2007-10-22,1248.270020,1291.859985,1233.020020,1255.859985,1255.859985,0
2007-10-29,1260.660034,1282.359985,1253.560059,1270.630005,1270.630005,0
2007-11-05,1258.449951,1271.599976,1167.760010,1169.160034,1169.160034,0
2007-11-12,1164.910034,1192.800049,1140.479980,1163.969971,1163.969971,0
2007-11-19,1156.140015,1162.670044,1109.729980,1135.430054,1135.430054,0
2007-11-26,1136.170044,1179.199951,1110.280029,1154.609985,1154.609985,0
2007-12-03,1151.130005,1183.890015,1135.660034,1180.609985,1180.609985,0
2007-12-10,1182.819946,1192.760010,1150.199951,1152.079956,1152.079956,0
2007-12-17,1145.189941,1178.199951,1118.199951,1177.560059,1177.560059,0
2007-12-24,1178.369995,1188.339966,1160.290039,1168.579956,1168.579956,0
2007-12-31,1163.000000,1165.339966,1078.329956,1081.439941,1081.439941,0
2008-01-07,1082.020020,1084.050049,1018.789978,1024.869995,1024.869995,0
2008-01-14,1042.530029,1056.329956,999.489990,1012.640015,1012.640015,0
2008-01-21,959.900024,1056.489990,935.390015,1010.559998,1010.559998,0
2008-01-28,1011.950012,1060.150024,999.869995,1057.060059,1057.060059,0
2008-02-04,1056.310059,1056.630005,966.969971,1008.059998,1008.059998,0
2008-02-11,1011.369995,1049.369995,1008.210022,1014.549988,1014.549988,0
2008-02-18,1027.180054,1037.930054,997.150024,1016.799988,1016.799988,0
2008-02-25,1018.179993,1047.199951,994.109985,996.390015,996.390015,0
2008-03-03,996.500000,1013.169983,965.500000,978.559998,978.559998,0
2008-03-10,977.890015,1008.679993,960.750000,971.229980,971.229980,0
2008-03-17,952.609985,1000.710022,945.530029,981.609985,981.609985,0
2008-03-24,986.619995,1029.560059,984.059998,986.479980,986.479980,0
2008-03-31,988.229980,1050.160034,981.190002,1040.209961,1040.209961,0
2008-04-07,1047.199951,1049.349976,1001.250000,1003.809998,1003.809998,0
2008-04-14,1002.179993,1077.500000,987.229980,1072.599976,1072.599976,0
2008-04-21,1068.510010,1114.520020,1057.229980,1103.829956,1103.829956,0
2008-04-28,1103.550049,1142.130005,1094.239990,1133.760010,1133.760010,0
2008-05-05,1128.680054,1145.260010,1110.349976,1121.930054,1121.930054,0
2008-05-12,1125.829956,1182.459961,1116.130005,1180.790039,1180.790039,0
2008-05-19,1180.400024,1192.680054,1115.829956,1126.959961,1126.959961,0
2008-05-26,1128.430054,1190.979980,1127.900024,1184.079956,1184.079956,0
2008-06-02,1179.540039,1192.920044,1148.079956,1154.030029,1154.030029,0
2008-06-09,1157.569946,1159.150024,1094.770020,1129.520020,1129.520020,0
2008-06-16,1120.920044,1143.949951,1092.069946,1097.310059,1097.310059,0
2008-06-23,1103.670044,1118.900024,1043.760010,1059.869995,1059.869995,0
2008-06-30,1057.160034,1065.359985,1018.000000,1025.290039,1025.290039,0
2008-07-07,1038.280029,1048.140015,978.250000,997.059998,997.059998,0
2008-07-14,1007.309998,1041.829956,963.289978,1024.930054,1024.930054,0
2008-07-21,1027.109985,1031.219971,986.070007,1004.510010,1004.510010,0
2008-07-28,1000.239990,1024.339966,982.950012,1001.440002,1001.440002,0
2008-08-04,1002.150024,1062.500000,993.719971,1060.300049,1060.300049,0
2008-08-11,1057.229980,1089.449951,1054.800049,1081.650024,1081.650024,0
2008-08-18,1084.719971,1085.170044,1040.500000,1064.199951,1064.199951,0
2008-08-25,1055.589966,1060.640015,1021.140015,1026.790039,1026.790039,0
2008-09-01,1044.069946,1048.910034,944.140015,961.000000,961.000000,0
2008-09-08,974.630005,977.520020,921.500000,948.030029,948.030029,0
2008-09-15,924.109985,969.489990,873.789978,956.059998,956.059998,0
2008-09-22,951.590027,951.590027,892.849976,910.520020,910.520020,0
2008-09-29,893.469971,896.950012,793.299988,794.010010,794.010010,0
2008-10-06,773.940002,777.349976,647.770020,683.719971,683.719971,0
2008-10-13,718.940002,791.450012,639.710022,702.080017,702.080017,0
2008-10-20,712.159973,726.799988,593.770020,627.330017,627.330017,0
2008-10-27,638.190002,704.549988,618.679993,692.989990,692.989990,0
2008-11-03,694.340027,723.590027,643.489990,663.409973,663.409973,0
2008-11-10,678.989990,678.989990,563.770020,606.840027,606.840027,0
2008-11-17,594.250000,607.200012,516.219971,552.580017,552.580017,0
2008-11-24,562.530029,613.650024,555.590027,610.190002,610.190002,0
2008-12-01,594.299988,599.510010,550.590027,597.169983,597.169983,0
2008-12-08,608.250000,652.119995,603.510010,635.559998,635.559998,0
2008-12-15,635.010010,664.710022,612.609985,640.750000,640.750000,0
2008-12-22,637.510010,640.099976,609.809998,613.719971,613.719971,0
2008-12-29,615.619995,665.849976,600.349976,664.190002,664.190002,0
2009-01-05,658.140015,694.500000,642.130005,649.270020,649.270020,0
2009-01-12,646.760010,647.289978,595.450012,627.710022,627.710022,0
2009-01-19,626.239990,626.239990,585.630005,612.690002,612.690002,0
2009-01-26,612.309998,663.880005,610.049988,617.809998,617.809998,0
2009-02-02,609.239990,683.039978,608.989990,680.880005,680.880005,0
2009-02-09,680.489990,686.570007,630.520020,654.500000,654.500000,0
2009-02-16,631.039978,635.580017,596.530029,608.460022,608.460022,0
2009-02-23,612.159973,629.020020,581.369995,603.549988,603.549988,0
2009-03-02,593.200012,612.099976,571.229980,582.390015,582.390015,0
2009-03-09,578.960022,649.250000,566.669983,646.729980,646.729980,0
2009-03-16,651.229980,695.590027,629.140015,666.750000,666.750000,0
2009-03-23,682.900024,728.760010,678.929993,704.919983,704.919983,0
2009-03-30,692.070007,751.460022,673.080017,751.460022,751.460022,0
2009-04-06,736.030029,768.340027,713.010010,766.650024,766.650024,0
2009-04-13,759.440002,779.890015,734.380005,776.369995,776.369995,0
2009-04-20,765.309998,791.989990,746.090027,789.679993,789.679993,0
2009-04-27,776.880005,818.030029,767.940002,812.789978,812.789978,0
2009-05-04,821.429993,838.059998,779.390015,790.929993,790.929993,0
2009-05-11,778.880005,799.979980,757.179993,773.369995,773.369995,0
2009-05-18,783.460022,822.919983,778.820007,794.500000,794.500000,0
2009-05-25,786.289978,839.229980,785.950012,839.229980,839.229980,0
2009-06-01,849.549988,875.869995,837.849976,860.900024,860.900024,0
2009-06-08,854.409973,884.880005,841.190002,871.919983,871.919983,0
2009-06-15,861.280029,863.460022,831.700012,846.030029,846.030029,0
2009-06-22,835.539978,853.200012,806.289978,849.229980,849.229980,0
2009-06-29,851.059998,864.630005,834.130005,839.250000,839.250000,0
2009-07-06,835.200012,840.450012,799.799988,826.739990,826.739990,0
2009-07-13,828.849976,904.390015,812.840027,904.270020,904.270020,0
2009-07-20,909.059998,955.179993,903.960022,951.570007,951.570007,0
2009-07-27,950.809998,960.880005,939.539978,941.690002,941.690002,0
2009-08-03,951.469971,965.239990,940.880005,951.530029,951.530029,0
2009-08-10,947.119995,968.590027,932.460022,955.700012,955.700012,0
2009-08-17,938.280029,969.140015,925.099976,968.700012,968.700012,0
2009-08-24,970.429993,1000.179993,951.299988,980.799988,980.799988,0
2009-08-31,972.820007,983.419983,939.900024,976.929993,976.929993,0
2009-09-07,985.390015,1023.690002,981.299988,1017.710022,1017.710022,0
2009-09-14,1011.799988,1034.689941,1011.780029,1026.520020,1026.520020,0
2009-09-21,1020.609985,1052.079956,1006.989990,1010.530029,1010.530029,0
2009-09-28,1017.140015,1039.290039,982.200012,988.640015,988.640015,0
2009-10-05,994.270020,1044.050049,987.820007,1043.209961,1043.209961,0
2009-10-12,1046.880005,1069.969971,1037.199951,1048.040039,1048.040039,0
2009-10-19,1051.390015,1071.089966,1040.449951,1048.449951,1048.449951,0
2009-10-26,1050.660034,1066.099976,991.200012,993.729980,993.729980,0
2009-11-02,993.280029,1032.199951,984.619995,1029.760010,1029.760010,0
2009-11-09,1037.599976,1071.969971,1037.560059,1065.060059,1065.060059,0
2009-11-16,1069.719971,1084.140015,1033.400024,1037.530029,1037.530029,0
2009-11-23,1049.410034,1061.939941,1025.359985,1038.750000,1038.750000,0
2009-11-30,1035.079956,1086.270020,1026.089966,1077.069946,1077.069946,0
2009-12-07,1078.020020,1089.760010,1060.949951,1075.699951,1075.699951,0
2009-12-14,1083.920044,1107.709961,1078.500000,1105.719971,1105.719971,0
2009-12-21,1111.689941,1148.280029,1111.680054,1148.270020,1148.270020,0
2009-12-28,1149.599976,1154.410034,1137.349976,1137.920044,1137.920044,0
2010-01-04,1152.609985,1161.109985,1138.160034,1154.760010,1154.760010,0
2010-01-11,1159.609985,1161.469971,1124.099976,1130.489990,1130.489990,0
2010-01-18,1131.560059,1147.560059,1078.569946,1080.939941,1080.939941,0
2010-01-25,1088.670044,1099.550049,1030.000000,1035.380005,1035.380005,0
2010-02-01,1041.030029,1072.300049,1028.300049,1051.099976,1051.099976,0
2010-02-08,1049.199951,1084.930054,1041.949951,1080.020020,1080.020020,0
2010-02-15,1088.910034,1116.229980,1083.209961,1111.050049,1111.050049,0
2010-02-22,1115.260010,1115.790039,1077.119995,1102.939941,1102.939941,0
2010-03-01,1108.319946,1143.579956,1108.319946,1141.290039,1141.290039,0
2010-03-08,1142.670044,1163.250000,1141.839966,1159.560059,1159.560059,0
2010-03-15,1157.209961,1180.540039,1148.589966,1160.750000,1160.750000,0
2010-03-22,1155.160034,1195.869995,1154.099976,1173.030029,1173.030029,0
2010-03-29,1176.910034,1189.209961,1163.109985,1172.550049,1172.550049,0
2010-04-05,1177.020020,1202.339966,1174.979980,1202.130005,1202.130005,0
2010-04-12,1202.359985,1247.300049,1199.209961,1226.650024,1226.650024,0
2010-04-19,1222.660034,1254.599976,1204.479980,1254.030029,1254.030029,0
2010-04-26,1253.199951,1258.069946,1205.319946,1205.670044,1205.670044,0
2010-05-03,1211.250000,1230.250000,1069.530029,1114.239990,1114.239990,0
2010-05-10,1164.150024,1206.469971,1131.380005,1148.550049,1148.550049,0
2010-05-17,1148.959961,1167.650024,1071.170044,1109.310059,1109.310059,0
2010-05-24,1101.439941,1136.109985,1055.989990,1125.400024,1125.400024,0
2010-05-31,1118.270020,1157.430054,1104.510010,1111.790039,1111.790039,0
2010-06-07,1115.060059,1121.359985,1062.569946,1119.069946,1119.069946,0
2010-06-14,1131.060059,1175.729980,1118.910034,1167.550049,1167.550049,0
2010-06-21,1184.780029,1184.800049,1098.890015,1110.609985,1110.609985,0
2010-06-28,1113.430054,1122.170044,1028.560059,1047.449951,1047.449951,0
2010-07-05,1061.949951,1107.520020,1039.530029,1107.140015,1107.140015,0
2010-07-12,1107.119995,1148.400024,1106.209961,1109.050049,1109.050049,0
2010-07-19,1113.390015,1153.839966,1097.829956,1153.839966,1153.839966,0
2010-07-26,1153.170044,1169.719971,1119.739990,1138.969971,1138.969971,0
2010-08-02,1151.050049,1167.109985,1139.189941,1158.130005,1158.130005,0
2010-08-09,1162.729980,1168.060059,1080.109985,1089.949951,1089.949951,0
2010-08-16,1081.530029,1119.060059,1078.439941,1111.619995,1111.619995,0
2010-08-23,1114.599976,1120.640015,1060.319946,1092.689941,1092.689941,0
2010-08-30,1088.719971,1132.189941,1058.069946,1129.140015,1129.140015,0
2010-09-06,1125.770020,1145.219971,1117.510010,1131.069946,1131.069946,0
2010-09-13,1143.089966,1183.040039,1142.969971,1178.920044,1178.920044,0
2010-09-20,1181.890015,1207.150024,1161.400024,1206.410034,1206.410034,0
2010-09-27,1205.949951,1235.750000,1188.089966,1215.099976,1215.099976,0
2010-10-04,1210.589966,1230.250000,1188.640015,1219.959961,1219.959961,0
2010-10-11,1221.939941,1265.979980,1211.119995,1265.760010,1265.760010,0
2010-10-18,1265.930054,1281.189941,1236.319946,1280.089966,1280.089966,0
2010-10-25,1284.859985,1317.920044,1274.010010,1310.869995,1310.869995,0
2010-11-01,1319.150024,1350.900024,1301.680054,1348.449951,1348.449951,0
2010-11-08,1342.989990,1362.939941,1311.859985,1322.459961,1322.459961,0
2010-11-15,1329.510010,1333.239990,1286.819946,1329.489990,1329.489990,0
2010-11-22,1323.449951,1350.770020,1311.339966,1337.780029,1337.780029,0
2010-11-29,1328.670044,1385.680054,1309.270020,1384.010010,1384.010010,0
2010-12-06,1384.689941,1397.839966,1374.770020,1395.819946,1395.819946,0
2010-12-13,1399.020020,1400.839966,1366.949951,1386.979980,1386.979980,0
2010-12-20,1391.619995,1398.469971,1374.729980,1390.569946,1390.569946,0
2010-12-27,1385.609985,1397.270020,1374.849976,1383.949951,1383.949951,0
2011-01-03,1397.079956,1431.109985,1387.099976,1424.739990,1424.739990,0
2011-01-10,1418.000000,1476.969971,1410.770020,1476.969971,1476.969971,0
2011-01-17,1477.040039,1484.390015,1421.229980,1429.410034,1429.410034,0
2011-01-24,1434.630005,1469.550049,1419.020020,1429.829956,1429.829956,0
2011-01-31,1432.660034,1492.189941,1421.319946,1491.670044,1491.670044,0
2011-02-07,1492.500000,1504.880005,1468.959961,1502.150024,1502.150024,0
2011-02-14,1505.520020,1529.800049,1495.349976,1526.589966,1526.589966,0
2011-02-21,1502.650024,1504.849976,1428.219971,1489.180054,1489.180054,0
2011-02-28,1492.560059,1498.579956,1449.040039,1482.420044,1482.420044,0
2011-03-07,1490.520020,1491.560059,1406.449951,1422.969971,1422.969971,0
2011-03-14,1415.439941,1429.150024,1356.380005,1378.030029,1378.030029,0
2011-03-21,1395.579956,1454.810059,1385.719971,1441.729980,1441.729980,0
2011-03-28,1448.060059,1462.989990,1427.119995,1452.739990,1452.739990,0
2011-04-04,1455.949951,1462.260010,1437.439941,1443.680054,1443.680054,0
2011-04-11,1450.380005,1452.900024,1416.619995,1440.949951,1440.949951,0
2011-04-18,1420.709961,1480.290039,1405.989990,1477.060059,1477.060059,0
2011-04-25,1477.400024,1502.339966,1476.849976,1494.880005,1494.880005,0
2011-05-02,1500.650024,1501.640015,1451.579956,1481.280029,1481.280029,0
2011-05-09,1481.250000,1503.420044,1470.930054,1472.300049,1472.300049,0
2011-05-16,1467.800049,1476.319946,1426.459961,1456.099976,1456.099976,0
2011-05-23,1432.859985,1456.359985,1414.069946,1453.380005,1453.380005,0
2011-05-30,1468.599976,1473.349976,1408.040039,1409.640015,1409.640015,0
2011-06-06,1406.130005,1411.800049,1353.930054,1357.239990,1357.239990,0
2011-06-13,1360.099976,1374.680054,1311.739990,1314.030029,1314.030029,0
2011-06-20,1309.550049,1364.660034,1309.479980,1333.729980,1333.729980,0
2011-06-27,1334.750000,1418.430054,1329.140015,1416.989990,1416.989990,0
2011-07-04,1417.930054,1445.030029,1405.020020,1428.640015,1428.640015,0
2011-07-11,1413.400024,1426.260010,1346.099976,1365.589966,1365.589966,0
2011-07-18,1359.000000,1397.449951,1338.969971,1394.510010,1394.510010,0
2011-07-25,1379.069946,1398.930054,1318.040039,1327.630005,1327.630005,0
2011-08-01,1344.839966,1350.489990,1183.420044,1220.369995,1220.369995,0
2011-08-08,1177.010010,1228.130005,1126.329956,1221.280029,1221.280029,0
2011-08-15,1228.469971,1243.400024,1118.520020,1121.739990,1121.739990,0
2011-08-22,1147.949951,1199.180054,1124.469971,1193.709961,1193.709961,0
2011-08-29,1210.839966,1260.550049,1181.599976,1188.589966,1188.589966,0
2011-09-05,1155.479980,1248.670044,1153.959961,1199.189941,1199.189941,0
2011-09-12,1186.630005,1291.339966,1185.329956,1282.859985,1282.859985,0
2011-09-19,1264.329956,1279.270020,1170.469971,1209.859985,1209.859985,0
2011-09-26,1216.270020,1273.079956,1171.040039,1171.069946,1171.069946,0
2011-10-03,1164.410034,1252.390015,1122.150024,1236.670044,1236.670044,0
2011-10-10,1258.130005,1326.910034,1255.030029,1325.780029,1325.780029,0
2011-10-17,1317.050049,1323.439941,1258.520020,1313.109985,1313.109985,0
2011-10-24,1319.060059,1392.920044,1305.010010,1389.699951,1389.699951,0
2011-10-31,1371.140015,1380.550049,1308.209961,1376.959961,1376.959961,0
2011-11-07,1371.229980,1397.619995,1322.390015,1376.880005,1376.880005,0
2011-11-14,1373.920044,1389.040039,1301.310059,1304.989990,1304.989990,0
2011-11-21,1284.739990,1288.270020,1229.630005,1229.900024,1229.900024,0
2011-11-28,1263.510010,1349.180054,1263.180054,1327.069946,1327.069946,0
2011-12-05,1346.729980,1357.239990,1307.430054,1335.839966,1335.839966,0
2011-12-12,1319.329956,1328.349976,1257.250000,1265.500000,1265.500000,0
2011-12-19,1268.160034,1309.410034,1240.150024,1309.199951,1309.199951,0
2011-12-26,1306.750000,1315.750000,1289.140015,1300.560059,1300.560059,0
2012-01-02,1330.000000,1337.449951,1302.780029,1334.189941,1334.189941,0
2012-01-09,1338.910034,1369.599976,1332.680054,1350.199951,1350.199951,0
2012-01-16,1365.280029,1421.449951,1356.770020,1414.359985,1414.359985,0
2012-01-23,1412.989990,1437.349976,1398.329956,1422.579956,1422.579956,0
2012-01-30,1407.489990,1489.640015,1400.949951,1485.170044,1485.170044,0
2012-02-06,1477.339966,1502.839966,1463.819946,1477.290039,1477.290039,0
2012-02-13,1489.910034,1518.540039,1470.119995,1500.219971,1500.219971,0
2012-02-20,1501.579956,1507.810059,1477.729980,1495.390015,1495.390015,0
2012-02-27,1486.459961,1511.310059,1479.900024,1491.439941,1491.439941,0
2012-03-05,1487.290039,1497.270020,1441.619995,1494.359985,1494.359985,0
2012-03-12,1492.150024,1532.859985,1481.880005,1529.579956,1529.579956,0
2012-03-19,1527.410034,1542.780029,1515.500000,1528.709961,1528.709961,0
2012-03-26,1538.800049,1559.130005,1524.469971,1545.290039,1545.290039,0
2012-04-02,1541.550049,1557.180054,1503.739990,1511.910034,1511.910034,0
2012-04-09,1490.250000,1504.660034,1465.579956,1478.800049,1478.800049,0
2012-04-16,1490.500000,1513.829956,1462.500000,1462.699951,1462.699951,0
2012-04-23,1443.380005,1485.229980,1428.239990,1479.140015,1479.140015,0
2012-04-30,1476.569946,1497.719971,1420.160034,1422.229980,1422.229980,0
2012-05-07,1410.689941,1420.979980,1378.310059,1391.869995,1391.869995,0
2012-05-14,1379.489990,1403.000000,1308.599976,1311.219971,1311.219971,0
2012-05-21,1311.209961,1346.459961,1306.020020,1324.310059,1324.310059,0
2012-05-28,1330.599976,1349.819946,1267.849976,1267.920044,1267.920044,0
2012-06-04,1267.949951,1346.209961,1257.869995,1332.420044,1332.420044,0
2012-06-11,1343.709961,1345.369995,1304.479980,1341.239990,1341.239990,0
2012-06-18,1341.239990,1372.729980,1317.400024,1335.380005,1335.380005,0
2012-06-25,1323.550049,1356.640015,1288.829956,1356.489990,1356.489990,0
2012-07-02,1358.930054,1368.489990,1316.209961,1326.010010,1326.010010,0
2012-07-09,1324.150024,1327.459961,1253.069946,1285.780029,1285.780029,0
2012-07-16,1279.849976,1333.770020,1255.310059,1310.520020,1310.520020,0
2012-07-23,1285.449951,1363.729980,1269.160034,1360.760010,1360.760010,0
2012-07-30,1361.010010,1373.699951,1327.699951,1368.510010,1368.510010,0
2012-08-06,1376.630005,1419.599976,1375.630005,1419.569946,1419.569946,0
2012-08-13,1417.349976,1437.150024,1395.359985,1432.680054,1432.680054,0
2012-08-20,1428.930054,1436.140015,1390.369995,1403.770020,1403.770020,0
2012-08-27,1405.369995,1407.030029,1373.040039,1388.209961,1388.209961,0
2012-09-03,1385.229980,1424.709961,1369.920044,1419.489990,1419.489990,0
2012-09-10,1415.400024,1445.719971,1397.599976,1438.229980,1438.229980,0
2012-09-17,1436.939941,1436.939941,1407.479980,1416.160034,1416.160034,0
2012-09-24,1404.250000,1413.130005,1360.430054,1391.579956,1391.579956,0
2012-10-01,1397.640015,1414.430054,1384.119995,1395.359985,1395.359985,0
2012-10-08,1387.140015,1396.770020,1338.709961,1343.229980,1343.229980,0
2012-10-15,1347.579956,1378.000000,1323.000000,1324.099976,1324.099976,0
2012-10-22,1326.219971,1335.050049,1310.170044,1319.079956,1319.079956,0
2012-10-29,1319.530029,1355.020020,1306.859985,1333.569946,1333.569946,0
2012-11-05,1331.619995,1369.959961,1310.300049,1315.030029,1315.030029,0
2012-11-12,1318.810059,1319.109985,1268.400024,1288.760010,1288.760010,0
2012-11-19,1301.410034,1341.619995,1294.160034,1340.270020,1340.270020,0
2012-11-26,1338.680054,1365.079956,1316.260010,1352.640015,1352.640015,0
2012-12-03,1360.119995,1378.000000,1344.130005,1376.229980,1376.229980,0
2012-12-10,1373.300049,1413.609985,1373.300049,1390.729980,1390.729980,0
2012-12-17,1392.839966,1438.800049,1386.410034,1399.060059,1399.060059,0
2012-12-24,1396.359985,1405.270020,1367.290039,1370.790039,1370.790039,0
2012-12-31,1368.640015,1447.949951,1366.969971,1437.010010,1437.010010,0
2013-01-07,1430.150024,1456.670044,1421.189941,1455.910034,1455.910034,0
2013-01-14,1453.949951,1480.819946,1445.930054,1477.699951,1477.699951,0
2013-01-21,1475.770020,1505.540039,1469.290039,1501.849976,1501.849976,0
2013-01-28,1505.369995,1512.800049,1482.359985,1507.369995,1507.369995,0
2013-02-04,1498.390015,1507.290039,1479.410034,1501.560059,1501.560059,0
2013-02-11,1500.939941,1514.250000,1491.979980,1506.310059,1506.310059,0
2013-02-18,1506.930054,1517.319946,1458.449951,1482.569946,1482.569946,0
2013-02-25,1491.800049,1494.030029,1456.790039,1488.229980,1488.229980,0
